CC / OVC,Company (Label),Position Country (Label),Legal Entity (Label),Physical Location (Location Name),Business unit (Label),Position Business Segment (Picklist Label),Division (Label),Employment Classification (Label),Employee Type (Label),Employment Type (Label),Job Classification (Label),Cost Center (Label),Job Title,Position Position Title (Label),Work Contract (Picklist Label),Job Function (Label)
CC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer II,Engineering - MP,Engineer II,Engineer II,Tech & Spec Sal (SE),Engineering
CC,Underground,India,Joy Global India Pv. Ltd.,Kolkata - MinePro,Supply Chain Division,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Materials Manager II,Kolkata HO Admin UG,Materials Manager II,Manager - Sourcing & Supplier Development,Indirect (IG),Supply Chain
OVC,Surface,Russian Federation,Joy Global Llc (Russia),Kalachevo - Russia,Field Svc,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Salaried,Welder I,Engineering P&H Rus,Field Service - Welder I,Electrical gas welder,Direct (DL),Co. Owned Distribution
CC,Hardrock,Canada,Joy Global (Canada) Ltd,Magill - Hard Rock Canada,Quality,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,HD RCK HRLY Quality Inspector,Qual Assr Dpt-Burden,Quality - HD RCK HRLY Quality Inspector,Supplier Quality Inspector,Indirect (IG),Manufacturing Quality
CC,Hardrock,Canada,Joy Global (Canada) Ltd,25 Fielding - Hard Rock Canada,Mktg & Prod,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Product Manager I,HR HQ Drills Bolters,Product Marketing - Product Manager I,"Product Manager, Current Products, Underground Drills",Indirect (IG),Product Marketing
OVC,Underground,United States,Joy Global Underground,Mt. Vernon - Midwest Americas,Field Svc,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Hourly,Field Service Tech III,Service for Hire,Field Service Tech III,Field Service Tech III,Direct (DL),Co. Owned Distribution
CC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Cust Service,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Customer Service Representative I,Internal Sales,Customer Service Representative I,Customer Services Representative,Indirect (IG),Customer Service
CC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Plant Engineer,Manuf Overheads (W),Manufacturing - Plant Engineer,Plant Engineer,Supervision Sal (SA),Manufacturing
CC,Underground,United States,Joy Global Underground,Solon - Cleveland Operations,Human Resources,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,HR Manager IV,Americas HR,Human Resources - HR Manager IV,Human Resources Manager,Tech & Spec Sal (SE),Human Resources
CC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Principal Engineer II,Engineering - MP,Principal Engineer II,Sr. Principal Engineer,Tech & Spec Sal (SE),Engineering
OVC,Underground,United States,Joy Global Underground,Price - Western Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Fabrication Welder I,Fabrication Wellingn,AMNO - Fabrication Welder I,Fabrication Welder,Direct (DL),Manufacturing
OVC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Lead Mechanical Fitter,Fab/Rebuild Bay 3&4,Lead Mechanical Fitter,Mechanical Fitter - Leading Hand,WIP Labour (WL),Manufacturing
OVC,Underground,Australia,Joy Global Australia Pty,Rockhampton - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Mechanical Fitter,Development Assembly,Mechanical Fitter,Mechanical Fitter,,Manufacturing
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Ft. McMurray,Manufacturing,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Foreman,SU FORT MC FLD SERV,Manufacturing - Foreman,"Foreman, Field Machining",Direct (DL),Manufacturing
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Edmonton,Manufacturing,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Electrical Technician,SU EDMONTON SHOP,Manufacturing - Electrical Technician,Journeyperson Electric Motor Technician,Direct (DL),Manufacturing
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Aftrmkt Spt,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Business Development Support Analyst,Prod Training & Publ,Aftermarket Support - Technical Trainer III,"Manager, Content and Curriculum",Tech & Spec Sal (SE),Aftermarket Support
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Cust Service,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Regional Support Representative III,Customer Service,Customer Service - Regional Support Representative III,Regional Support Representative III,Tech & Spec Sal (SE),Customer Service
OVC,Underground,Russian Federation,Joy Global Llc (Russia),Kalachevo - Russia,Engineering,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Manufacturing Engineer II,Quality Manage JOY,Engineering - Manufacturing Engineer II,Quality Inspector,Indirect (IG),Engineering
CC,US Distribution,United States,Joy Global Surface Mining,Farmington NM,Sales,Komatsu North America,Selling,Regular,Full-Time,Salaried,Account Manager I,AN TEXAS SALES,Sales - Account Manager I,District Manager - New Mexico,Tech & Spec Sal (SE),Sales
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Plan/ProjMgt,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Junior Project Manager,Komatsu Integration,Planning/Project Management - Junior Project Manager,Project Coordinator,Tech & Spec Sal (SE),Planning/Project Management
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Lead Engineer II,AAG Shovel Automatn,Lead Engineer II,Lead Engineer II,Tech & Spec Sal (SE),Engineering
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer IV,Functional Engineer,Engineer IV,Engineer IV,Tech & Spec Sal (SE),Engineering
CC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Production Supervisor IV,Fab/Rebuild Bay 3&4,Manufacturing - Production Supervisor IV,Team Leader - Longwall,WIP Labour (WL),Manufacturing
OVC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Lead Mechanical Fitter,U'Ground Partial Reb,Lead Mechanical Fitter,Mechanical Fitter - Leading Hand,WIP Labour (WL),Manufacturing
CC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer III,Mining Prod Power La,Engineer III,Engineer III,Tech & Spec Sal (SE),Engineering
CC,Underground,United States,Joy Global Underground,Charleroi - North East Americas,Sales,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Customer Fulfillment Specialist,Customer Account Rep,Customer Fulfillment Specialist,Customer Fulfillment Specialist,Cler & Sten Sal (SD),Sales
CC,Surface,United States,Joy Global Surface Mining,Home Office,Aftrmkt Spt,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Technical Writer V,Tech Comm,Aftermarket Support - Technical Writer V,Sr. Technical Communications Editor,Tech & Spec Sal (SE),Aftermarket Support
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Aftrmkt Spt,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Technical Writer V,Tech Comm,Aftermarket Support - Technical Writer V,Illustrated Parts Catalog Editor II,Tech & Spec Sal (SE),Aftermarket Support
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Aftrmkt Spt,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,"Sr Director Marketing, Aftermarket",Parts Marketing,"Sr Director Marketing, Aftermarket","Senior Director, Marketing Aftermarket",Tech & Spec Sal (SE),Aftermarket Service
CC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Field Service Representative III,Motor Repairs Bay,Field Service - Field Service Representative III,Motor Testing Technical Representative,WIP Labour (WL),Co. Owned Distribution
CC,Hardrock,Australia,Joy Global Australia Pty,Innovation Camp - Australia,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer IV,HR DynaCut Prod Eng,Engineering - Engineer IV,Senior Control and Automation Engineer,Indirect (IG),Engineering
CC,Surface,United States,Joy Global Surface Mining,Milwaukee Distribution Center,Finance,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Financial Analyst III,Global Logistics,Finance - Financial Analyst III,Logistics Analytics Manager,Tech & Spec Sal (SE),Finance
CC,Underground,United States,Joy Global Underground,Charleroi - North East Americas,Sales,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Customer Fulfillment Specialist,Customer Account Rep,Customer Fulfillment Specialist,Customer Fulfillment Specialist,Cler & Sten Sal (SD),Sales
CC,Surface,India,Joy Global India Pv. Ltd.,Kolkata - MinePro,Supply Chain Division,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Sourcing Manager I,Kolkata HO FX,Supply Chain - Sourcing Manager I,Senior Manager - Quality,Indirect (IG),Supply Chain
CC,Surface,United States,Joy Global Surface Mining,Milwaukee Distribution Center,Supply Chain Division,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,International Trade Compliance Manager,Customs Compliance,Supply Chain - International Trade Compliance Manager,International Operations Manager,Tech & Spec Sal (SE),Supply Chain
CC,US Distribution,United States,Joy Global Surface Mining,Milwaukee South Harbor,Finance,Komatsu North America,General & Administrative,Regular,Full-Time,Salaried,Accounting Supervisor III,North America Admin,Finance - Accounting Supervisor III,"Supervisor, FP&A",Tech & Spec Sal (SE),Finance
CC,Hardrock,Canada,Joy Global (Canada) Ltd,25 Fielding - Hard Rock Canada,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer III,HR HQ Drills Bolters,Engineer III,"Mechanical Design Supervisor, Drilling Attachments, Shaft Sinking & Raisebore",Indirect (IG),Engineering
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer V,AAG Drill Automation,Engineer V,Automation Engineer V,Tech & Spec Sal (SE),Engineering
CC,Underground,China,Joy Global (Baotou),Baotou - Mining China,Engineering,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Manufacturing Engineer I,Manufacturing Eng BT,Engineering - Manufacturing Engineer I,Manufacturing Engineer,Full-time (U1),Engineering
OVC,US Distribution,United States,Joy Global Surface Mining,Virginia MN,Manufacturing,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Lead Worker - Hourly,Iron Range Cont Serv,Manufacturing - Lead Worker - Hourly,Shop Leadperson I _ Night Shift,Direct (DL),Manufacturing
CC,Surface,United States,Joy Global Surface Mining,Milwaukee Distribution Center,Supply Chain Division,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Logistics Manager V,Global Logistics,Supply Chain - Logistics Manager V,International Logistics Manager,Tech & Spec Sal (SE),Supply Chain
CC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Finance,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Finance Director,Managing Director,Finance - Finance Director,Director - Finance,Supervision Sal (SA),Finance
CC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineering Manager II,TECHNICAL DIRECTOR,Engineering - Engineering Manager II,Product Manager - Engineering Projects,Supervision Sal (SA),Engineering
CC,US Distribution,United States,Joy Global Surface Mining,Virginia MN,Sales,Komatsu North America,Selling,Regular,Full-Time,Salaried,Customer Fulfillment Specialist,AM North Hib Sales,Customer Fulfillment Specialist,Customer Fullfillment Specialist,Cler & Sten Sal (SD),Sales
CC,Corporate,United States,Komatsu Mining Corp.,Milwaukee South Harbor,Information Technology,Corporate,General & Administrative,Regular,Full-Time,Salaried,IT Manager I,IT Security,Information Technology - IT Manager I,"IT Manager, Security Operations",Tech & Spec Sal (SE),Information Technology
CC,Hardrock,Australia,Joy Global Australia Pty,Moss Vale - Australia,Field Svc,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Salaried,Factory Service Representative IV,Glbl Mngr ProjectUSA,Aftermarket Support - Factory Service Representative IV,"Factory Technical Support Specialist, UG LHD & Trucks",Direct (DL),Aftermarket Support
CC,Underground,United States,Joy Global Underground,Warrendale - Global HDQTRS,Finance,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Commercial Accounting Manager I,Americas Finance,Finance - Commercial Accounting Manager I,Manager of Commercial Accounting,Supervision Sal (SA),Finance
OVC,Underground,Australia,Joy Global Australia Pty,Rockhampton - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Mechanical Fitter,Mechanical,Mechanical Fitter,Mechanical Fitter,WIP Labour (WL),Manufacturing
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Plan/ProjMgt,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Customer Support Manager,Customer Service,Aftermarket Support - Customer Support Manager,Aftermarket Customer Support Manager,Tech & Spec Sal (SE),Aftermarket Support
CC,Surface,United States,Joy Global Surface Mining,Milwaukee Distribution Center,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Process Manager I,Logistics Systems,Process Manager I,Process Support Manager,Tech & Spec Sal (SE),Supply Chain
CC,Underground,United States,Joy Global Underground,Warrendale - Global HDQTRS,Finance,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Financial Analyst III,Americas Finance,Finance - Financial Analyst III,AMNO OE Sales & Margin Accountant,Tech & Spec Sal (SE),Finance
CC,Underground,United Kingdom,Joy Global (Uk) Limited,Worcester - United Kingdom,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer I,Longwall C&A Systems,Engineering - Engineer I,Electrical Design Engineer,UK Permanent FT (80),Engineering
CC,Underground,United Kingdom,Joy Global (Uk) Limited,Manchester - United Kingdom,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Senior Mechanical Design Engineer,C&A  Applications,Senior Mechanical Design Engineer,Senior Mechanical Design Engineer,UK Permanent FT (80),Engineering
OVC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Boilermaker,Fab/Rebuild Bay 3&4,Manufacturing - Boilermaker,Boilermaker-Leading Hand,WIP Labour (WL),Manufacturing
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Sparwood,Field Svc,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Technical Service Representative IV-Hour,SU SPARWOOD TSR,Field Service - Technical Service Representative IV-Hour,"Lead, Technical Service",Direct (DL),Co. Owned Distribution
CC,Underground,United States,Joy Global Underground,Franklin - Franklin Operations,Engineering,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Sr. Manufacturing Engineer,Manufacturing Eng,Sr. Manufacturing Engineer,Weld Manufacturing Engineer,Tech & Spec Sal (SE),Engineering
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Finance,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Accounts Payable Specialist II,Accounts Payable,Finance - Accounts Payable Specialist II,Senior AP Specialist,Cler & Sten Sal (SD),Finance
CC,Underground,China,Joy Tianjin Airport Taea,Tianjin TAEA - Tianjin,Engineering,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Maintenance Engineer II,Facility Maintenance,Engineering - Maintenance Engineer II,Maintenance Engineer,Full-time (U1),Engineering
CC,Underground,China,Joy Tianjin Airport Taea,Tianjin TAEA - Tianjin,Engineering,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Manufacturing Engineer I,Mfg. Engineering,Engineering - Manufacturing Engineer I,Manufacturing Engineer,Full-time (U1),Engineering
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Sparwood,Field Svc,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Lead Worker-Hourly,SU SPARWOOD SHOP,Manufacturing - Lead Worker-Hourly,"Lead Hand, Welding Shop",Direct (DL),Manufacturing
OVC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Electrical Fitter,Fab/Rebuild Bay 3&4,Manufacturing - Electrical Fitter,Electrical Fitter,WIP Labour (WL),Manufacturing
CC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer III,Tech Pubs,Engineering - Engineer III,Regulatory Specialist,Indirect (IG),Engineering
CC,US Distribution,United States,Joy Global Surface Mining,Mesa AZ,Sales,Komatsu North America,Selling,Regular,Full-Time,Salaried,Account Manager II,FIELD PRDCT SUPPORT,Sales - Account Manager II,Senior Account Manager,Tech & Spec Sal (SE),Sales
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Lead Engineer I,Shovel CPS,Lead Engineer I,Lead Engineer,Tech & Spec Sal (SE),Engineering
CC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Smart Svc,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Salaried,Reliability Engineer II,RCM,Engineering - Reliability Engineer II,Mechanical Engineer,Tech & Spec Sal (SE),Engineering
OVC,Underground,Australia,Joy Global Australia Pty,Rockhampton - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Electronic Technician,Electronics,Manufacturing - Electronic Technician,Acting Leading Hand,WIP Labour (WL),Manufacturing
CC,Underground,Russian Federation,Joy Global Llc (Russia),Kalachevo - Russia,Finance,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Accountant III,G&A Joy Russ,Accountant III,Accountant,Indirect (IG),Finance
OVC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Welder II,Fabrication Duf,AMNO - Welder II,DUF Welder,Direct (DL),Manufacturing
CC,Underground,United States,Joy Global Underground,Franklin - Franklin Operations,Plan/ProjMgt,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Project Manager X,Longwall ProductMgmt,Planning/Project Management - Project Manager X,Senior Project Manager,Tech & Spec Sal (SE),Planning/Project Management
CC,US Distribution,United States,Joy Global Surface Mining,Mesa AZ,EHS,Komatsu North America,General & Administrative,Regular,Full-Time,Salaried,Regional EHS Director,North America Admin,Regional EHS Director,"Director, EHS - North America Distribution and Service",Tech & Spec Sal (SE),Environmental Health & Safety
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Quality,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Project Manager VI,Adm Qual Engineer,Project Manager VI,Manager - Warranty and Quality Projects,Tech & Spec Sal (SE),Planning/Project Management
OVC,Underground,Russian Federation,Joy Global Llc (Russia),Kalachevo - Russia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,Welding JOY,Manufacturing - Welder,Electrical gas welder,Direct (DL),Manufacturing
OVC,Underground,Russian Federation,Joy Global Llc (Russia),Kalachevo - Russia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Welder,Welding JOY,Manufacturing - Welder,Electrical gas welder,Direct (DL),Manufacturing
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Quality Inspector II,Quality Control,Quality - LVW HRLY Quality Inspector II,Quality Inspector II,Indirect (IG),Manufacturing Quality
CC,Corporate,United States,Komatsu Mining Corp.,Home Office,Finance,Corporate,General & Administrative,Regular,Full-Time,Salaried,Accountant V,Tax,Finance - Accountant V,Sr. Tax Analyst,Tech & Spec Sal (SE),Finance
CC,Underground,United States,Joy Global Underground,Duffield CAPP - South East Americas,Sales,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Customer Fulfillment Specialist,CAPP Comm Cust Full,Customer Fulfillment Specialist,Customer Fulfillment Specialist,Cler & Sten Sal (SD),Sales
CC,Hardrock,Australia,Joy Global Australia Pty,Innovation Camp - Australia,Mktg & Prod,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Product Director,Hard Rock VP Dynacut,Product Director,"Director, Mechanical Cutting",Indirect (IG),Product Marketing
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Electrical Assembly Technician,Electronic Assy,Manufacturing - LVW HRLY Electrical Assembly Technician,Electrical Assembly Technician,Direct (DL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Fabrication Welder II,Fabrication Duf,AMNO - Fabrication Welder II,DUF Fabrication Welder,Direct (DL),Manufacturing
CC,Underground,Australia,Joy Global Australia Pty,Rockhampton - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Production Supervisor IV,Workshop Admin,Production Supervisor IV,Team Leader - Electrical,,Manufacturing
CC,Underground,United States,Joy Global Underground,Franklin - Franklin Operations,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Designer III,Global InnovationEng,Engineering - Designer III,Designer III,Indl-Mat. Handl (IC),Engineering
CC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Engineering,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Manufacturing Engineering Technician I,Manufacturing Eng,Manufacturing Engineering Technician I,Manufacturing Eng. Technician - Mine Air,Cler & Sten Sal (SD),Engineering
OVC,Underground,China,Joy Tianjin Airport Taea,Tianjin TAEA - Tianjin,Quality,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,TIANJIN CHINA HRLY Grade 8,久益中国战略采购,Production- TIANJIN CHINA HRLY Grade 8,Expert Quality Inspector,Indirect (IG),Manufacturing
CC,CA Distribution,Canada,Joy Global (Canada) Ltd,Sudbury Service Center,Field Svc,Komatsu North America,Selling,Regular,Full-Time,Salaried,Administrative Assistant II,HR SUD AM SELLING,Administrative - Administrative Assistant II,Service Administrator,Indirect (IG),Administrative
CC,Hardrock,Canada,Joy Global (Canada) Ltd,Magill - Hard Rock Canada,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Production Supervisor V,Assy Staff & Oper OH,Manufacturing - Production Supervisor V,Production Superintendent,Indirect (IG),Manufacturing
CC,Underground,Poland,Joy Global (Poland) Sp,Tychy - JMM Poland,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer I,Tychy Engineering,,Mechanical Designer,Employement Agr (EA),Engineering
CC,Underground,Poland,Joy Global (Poland) Sp,Tychy - JMM Poland,Plan/ProjMgt,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Planner II,Tychy Site Overhead,Planning/Project Management - Planner II,Senior Material Planning Specialist,Employement Agr (EA),Planning/Project Management
CC,Underground,United States,Joy Global Underground,Franklin - Franklin Operations,Engineering,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Engineer III,Global InnovationEng,Engineer III,Engineer,Tech & Spec Sal (SE),Engineering
CC,Underground,United States,Joy Global Underground,Price - Western Americas,Sales,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Sales Engineer II,Sales and Serv. Well,Sales - Sales Engineer II,WEL Sales Engineer,Supervision Sal (SA),Sales
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Ft. McMurray,Manufacturing,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Machinist,SU FORT MC FLD SERV,Manufacturing - Machinist,Journeyperson Machinist,Direct (DL),Manufacturing
CC,Underground,United Kingdom,Joy Global (Uk) Limited,Worcester - United Kingdom,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Product Director II,Payroll Recharges,Engineering - Product Director II,"Product Director, PRS Electrohydraulic Controls",UK Permanent FT (80),Engineering
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Commercial,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Commercial Manager I,Commercial LCM Horiz,Commercial - Commercial Manager I,Commercial Manager,Tech & Spec Sal (SE),Commercial
CC,Modular Mining Systems Inc,United States,Joy Global Surface Mining,Warrendale - Global HDQTRS,Engineering,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Manager Analytics,Mining Strat Plannng,Aftermarket Support - Manager Analytics,"Senior Program Manager, Automation",Tech & Spec Sal (SE),Aftermarket Support
OVC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Fabrication Welder II,Fabrication Duf,AMNO - Fabrication Welder II,DUF Fabrication Welder,Direct (DL),Manufacturing
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Electrical Assembly III,Electronic Assy,LVW HRLY Electrical Assembly III,Electrical Assembly III,Direct (DL),Manufacturing
CC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer II,Shovel Engineering,Engineer II,Engineer II,Tech & Spec Sal (SE),Engineering
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Turner,Machine Shop (W),Manufacturing - Turner,Turner,Direct (DL),Manufacturing
OVC,Underground,China,Joy Tianjin Airport Taea,Tianjin TAEA - Tianjin,Quality,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,TIANJIN CHINA HRLY Grade 7,Quality,Production- TIANJIN CHINA HRLY Grade 7,Sr.Quality Inspector,Indirect (IG),Manufacturing
OVC,Underground,China,Joy Tianjin Airport Taea,Tianjin TAEA - Tianjin,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,TIANJIN CHINA HRLY Grade 6,Assembly Focus,Production- TIANJIN CHINA HRLY Grade 6,Assembling Technician,Direct (DL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Welder II,Mechanical Dept Duf,AMNO - Welder II,DUF Welder,Direct (DL),Manufacturing
